texto	fonte	ironico	num_de_anotadores_ironico	num_de_anotadores_total	Comparação	Hipérbole	Imparidade	Metáfora	Paradoxo	Vulgarismo	Outro	Sem Evidência
Descendentes vão dar dedução no IRS mas só compensa para quem tiver mais de 20 filhos 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Jorge Jesus foi ao cabeleireiro e fez madeixas verdes no cabelo iguais às de Maria José Valério 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Banda psicadélica Pink Floyd e partido psicadélico CDS-PP acabam na mesma semana 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Só 3 professores entraram nos quadros pois Ministério da Educação segue a nova política : entram 3 são despedidos 30 mil 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
EDP contra-ataca leilão da DECO e oferece desconto na luz e Lionel Messi ao Benfica 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Relatório do FMI recomenda cortes no álcool aos deputados do PS 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Cartaz da coligação PSD –CDS mostra Brad Pitt como agricultor de sucesso de Almeirim que exporta melões para todo o mundo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Natalidade em Portugal desce para os níveis de 1900 , economia para os níveis de 200 a.C. 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Governo pede prolongamento do programa de assistência para conseguir pagar os carros do Fisco 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
PIB recua 3,2 % e enfaixa-se no crédito malparado 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Tasca fraudulenta vendia delícias do mar como sendo caracoleta assada 	Inimigo Público	--	0	1	1	0	0	0	0	0	0	0
José Sócrates vai sentar-se na bancada parlamentar do PS 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
‘TSU dos pensionistas’ não avança mas no seu lugar chega o novo ‘IVA dos cotas’ 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
Revista Conde Nást elege Portugal o melhor local do mundo para se visitar e fazer avaliações à dívida 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Cavaco põe ordem nas soluções de governo pedindo aos interessados para passarem “à caixa 3 pela mesma ordem” 	Inimigo Público	Sim	5	5	0	0	2	4	0	0	0	0
Nem Lisboa nem Porto : Isaltino quer filme de Woody Allen na prisão da Carregueira 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Jorge Jesus é o novo treinador do Sporting e António Costa é o novo presidente do PSD 	Inimigo Público	--	0	1	1	0	1	0	1	0	0	0
Zeca Mendonça apanha 2 conselhos nacionais do PSD de suspensão 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Passos vai reler entranhas do porquinho-da-índia em que se baseou para calcular recessão 	Inimigo Público	--	0	1	0	0	1	0	0	1	0	0
Eleições na Liga de Clubes ganhas pelos desenhos do órgão sexual masculino 	Inimigo Público	--	0	1	0	0	1	0	0	1	0	0
Bloco de Esquerda defende voto aos 16 anos de idade , a quem se apresente notoriamente embriagado e a quem aparente possuir anomalia psíquica 	Inimigo Público	Sim	5	5	0	3	0	0	2	0	0	0
Blatter acha que Messi é muito melhor do que Portas a reformar o Estado 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
CGTP compra papamóvel de Bento XVI para Arménio ir a todas as manifs de sábado 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Governo anuncia que os 85 novos milionários portugueses estavam todos desempregados em 2010 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
António José Seguro promete substituir Angela Merkel por Mário Soares na chancelaria alemã 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Passos vestiu uma T-shirt dos Iron Maiden e Costa vestiu a camisola do Benfica de Gaitán porque o debate só era transmitido pelas rádios 	Inimigo Público	Sim	5	5	0	1	5	0	0	0	0	0
Barack Obama mandou ‘drone’ matar o peru ‘Pipocas’ 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Pessoas próximas de Portas vão para Londres com emprego , casa e submarino 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Pai do défice queixa-se que os filhos nem sequer lhe telefonam no dia do pai 	Inimigo Público	--	0	1	0	0	0	1	0	0	1	0
Wikileaks : EUA exigem saber onde Portugal escondeu Cátia Palhinha 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Costa Concordia e António José Seguro já chegaram ao estaleiro onde vão ser desmantelados 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Festival mundial de palhaços decorre em Évora mas habitantes de Évora pensaram que se tratava da campanha eleitoral do PS 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Cavaco Silva e empreendedor Martim lançam linha de roupa “ Consensus “ 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Jogadores da selecção A recusam desembarcar em Coimbra B 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Especialistas consideram que jogos Portugal-Suécia deviam realizar-se no Acelerador de Partículas do CERN devido à possibilidade de o choque entre os egos de Cristiano Ronaldo e Zlatan Ibrahimovic produzirem mini-buracos negros 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Portas pede votos do centro-esquerda , dos amnésicos , dos masoquistas e dos mentecaptos 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Assunção Cristas fica no Governo mas bebé na barriga de Assunção Cristas quer sair do Governo e exige uma cesariana 	Inimigo Público	--	0	1	0	0	1	0	0	0	1	0
Espanhóis temem que filha do Rei acusada de fraude tenha andado metida em compras de submarinos 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Ministro Álvaro quer seringas e testosterona made in Portugal no filme sobre a vida de Lance Armstrong 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Alemanha repõe controlo de fronteiras para impedir políticos portugueses de irem lá fazer campanha 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Bashar Al-Assad pergunta em spot publicitário ‘porque querem matar o Colégio Militar ? ’ 	Inimigo Público	--	0	1	0	0	1	0	0	0	1	0
Três universidades portuguesas e dois ranchos folclóricos a que pertenceu Miguel Relvas entre os melhores do mundo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Jorge Jesus revoltado com Ulrich dá instruções a Maxi Pereira para derrubar painéis publicitários do BPI durante os jogos 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Confrontos violentos entre claques nas jornadas parlamentares conjuntas do PSD e CDS 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Russos dizem que se soubessem o que sabem hoje tinham posto o dinheiro no BPN 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
8 em cada 10 portugueses acreditam que regresso do frio e chuva foi provocado pelo avançado alemão Muller 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Venderam-se 20 mil caixas de anti-depressivos por dia , metade das quais a Tózé Seguro 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Selecção do Gana exige poder votar nas eleições do PS para entrar em campo com Portugal 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Pires de Lima garante que o capital estrangeiro sai de Portugal apenas para atestar o depósito em Espanha 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
SIS trabalha na tese de que o desmaio do Presidente foi provocado pelo bruxo do Gana 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Identificado : foi Paulo Portas quem abandonou um saco com a roupa suja da coligação na ponte 25 de Abril 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Paulo Portas vai à reunião do Clube Bildeberg e ao Fórum Social Mundial de Porto Alegre 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Liedson já está a procurar lar de idosos no Porto 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Dicionário alemão ganha nova palavra “ Vitorgasparrindfleischetikettierungsueberwachungsaufgabenuebertragungsgesetz “ , que significa “ Austeridade “ 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Cavaco enviou orçamento de estado para o teste de alcoolémia 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Novo administrador de banco criticado pelo seu currículo enquanto secretário de Estado 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
FMI quer imposto de 10 % sobre os portugueses com riqueza interior 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Fanático sportinguista Jorge Jesus diz que Benfica só foi bicampeão porque foi levado ao colinho pelos árbitros 	Inimigo Público	--	0	1	0	0	0	0	1	0	1	0
Polícia descobre pauta musical no carro de Justin Bieber 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Verão chegou hoje só para os portugueses que trabalham no privado e funcionários públicos continuam na Primavera 	Inimigo Público	--	0	1	0	0	1	0	1	0	0	0
Falta de pontas-de-lança de jeito leva Paulo Bento a convocar cão-de-água que vestiu a camisola da Selecção Nacional 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos Coelho pensou que concentração de carrinhos-de-rolamentos era um monte de portugueses que tinham feito o ajustamento 	Inimigo Público	--	0	1	0	0	0	1	0	1	0	0
Cavaco Silva congratula Selecção Nacional por apenas perder contra os melhores do mundo 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Comunistas alentejanos idosos ficam eufóricos por verem na televisão que a CDU ganhou na Alemanha 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Quadro do Pablo Picasso leiloado por 159,3 milhões de euros foi comprado por Maria Luís Albuquerque para pendurar na parede e esconder o cofre cheio do Estado 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Submarino Barracuda fez a última viagem e passa a ser o porta-chaves de Paulo Portas 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Pedro Mota Soares esconde corte das reformas na mala da 'scooter ' onde guarda o capacete 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Passos decide que o sorteio dos Audi passa a estar limitado aos 909.283 eleitores que votaram na maioria 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Paulo Portas diz que a Super Lua brilhante de ontem à noite tem a impressão digital do CDS e que a vulgar Lua pequena e baça é culpa do PSD 	Inimigo Público	--	0	1	0	0	1	0	1	0	0	0
Porto e Lisboa excluem-se da candidatura ao Euro 2020 mas Durão Barroso continua candidato a Belém em 2016 e 2021 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Portugal é o 4º país do mundo com as melhores estradas e o país do mundo com as melhores portagens 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Governo recorre dos chumbos do Tribunal Constitucional para o árbitro japonês do Brasil x Croácia 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
José Rodrigues dos Santos vai pedir desculpas a Alexandre Quintanilha mas não sabe se Quintanilha vai dizer ‘obrigado’ ou ‘obrigada’ 	Inimigo Público	Sim	5	5	0	0	0	2	1	0	3	0
Jesus faz 35 madeixas para celebrar 35 jogos sem perder do Benfica 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Investigadores dizem que dormir mais de 8 horas por dia faz mal ao cérebro e recriminam Cavaco Silva por dormir 24 horas por dia 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Novo guião para a reforma do Estado foi copiado do antigo guião pelo especialista em fotocópias Telmo Correia 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Novos livros : Lula incentiva Sócrates e Astérix a regressarem à política 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Briefing diário do Governo dado por Pedro Lomba é só para anunciar o nome do ministro que se demitiu nesse dia 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Debate entre Passos Coelho e António Costa vai ser moderado por José Sócrates 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Selecção : italianos temem que Quaresma jogue em pelota apenas com uma fotografia de Cristina Ferreira a tapar-lhe as partes 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos foi buscar a ideia de que reestruturar dívida é o caminho errado ao seu GPS alemão 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Tabelas de IRS garantem mais rendimento e permitem jogar Tetris 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
GNR já não vai para a República Centro-Africana porque orçamento para transporte só dava para chegar a Alcácer do Sal 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Alberto João Jardim perguntou ao António Mexia se a Galp não quer resgatar a Madeira 	Inimigo Público	--	0	1	0	0	1	0	0	0	1	0
Adolescentes que se embebedam com shots temem que a Rússia corte o fornecimento de vodka à Europa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Carlos Moedas quer engravidar do relatório do FMI 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Artur Baptista da Silva e Nicolau Santos vão celebrar a Passagem de Ano para 2014 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Vieira acha esquisito que todos os grandes da Europa queiram William Carvalho dado que ele nem sequer é sérvio 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Armando Vara passou à frente de todos os suspeitos do MP para ser interrogado pelo juiz Carlos Alexandre 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Passos : ‘É um erro voltar atrás , mais vale continuar em contra-mão’ 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Embrulho suspeito deixado na Ponte 25 de Abril continha o programa eleitoral do PSD–CDS 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Casa e barracão do Big Brother VIP notificados para pagarem o IMI 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Novo Capitão América será negro , novo Super-Homem será gay , nova Catwoman será lésbica , novo Thor será transexual e todos serão militantes do Bloco de Esquerda 	Inimigo Público	--	0	1	0	1	1	1	0	0	0	0
Congresso das Esquerdas : partido gay BE quer co-adoptar Portugal com os partidos heterossexuais PS e PCP 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Passos acusa notáveis de irrealismo e ameaça soltar-lhes os 101 dálmatas de Rangel às canelas 	Inimigo Público	--	0	1	0	0	1	0	0	1	0	0
Sócrates chegou a pedir 20 mil euros com um dia de intervalo porque precisava de comprar cigarros em regime de PPP 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
'Calculadora ' usada pela Selecção para ficar no Mundial é a mesma usada por António José Seguro para ficar no PS 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Portugueses a trabalhar na Al-Qaeda considerados os terroristas mais profissionais , humildes e muito bons a trabalhar em equipa 	Inimigo Público	--	0	1	0	0	0	1	1	0	0	0
Bola da final da Champions League inspirada em Lisboa tem bola mais pequena no interior como a rotunda do Marquês 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Ministros do CDS-PP pedem a Passos Coelho para entrarem no Governo 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Encontradas 150 gravações inéditas de Bob Dylan , incluindo versões unplugged de ‘Mestre da culinária’ , ‘A garagem da vizinha’ ou ‘Curso de dactilografia’ 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Relatório da OCDE elogia saúde em Portugal e sugere a biografia de Passos para prémio Nobel da Literatura 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Gabriela Canavilhas defende que o Estado deve ficar com os quadros do Miró e expô-los no Cinema Londres 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Recibos verdes no Estado são tingidos com a bílis que Passos Coelho produz contra o Tribunal Constitucional 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
António Costa quer valorizar ‘as Índias e os Brasis que temos em nós’ mas reconhece que é apenas uma estimativa e podemos acabar a valorizar apenas ‘as Madeiras que temos atravessadas na garganta’ 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Lorenzo Carvalho vai passar a convidar para festas a Uma Thurman do 'Kill Bill ' para o proteger da Judite de Sousa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Cavaco diz que ajustamento foi mais difícil do que o esperado mas felizmente todos os portugueses tinham acções da SLN para vender 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Christine Lagarde afasta euforias em Portugal e lembra que a crise ainda não acabou e que o Benfica ainda não é campeão 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Precariedade laboral é tanta em Portugal que já chegou à própria 'troika' 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Centrais sindicais convocam mega-manifestação nacional de protesto contra corte de um milhão no salário de Jorge Jesus 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Feira do livro de Lisboa : Passos anuncia imposto especial sobre livros com vogais 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Juiz Carlos Alexandre impede José Sócrates de ter acesso ao menu da Telepizza 	Inimigo Público	Sim	5	5	0	1	4	1	0	0	0	0
Catarina Martins e Jerónimo de Sousa estão a monte e passaram à luta armada 	Inimigo Público	Sim	5	5	0	3	2	3	0	0	0	0
Miss Bumbum garante que Gaspar ficou doido com as suas tabelas Excel 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos Coelho vai repetir na campanha eleitoral o fantástico discurso de apoio ao governo que Cavaco Silva fez no 10 de Junho 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
PS insinua que Tózé Seguro também pode ter sido preso por Carlos Alexandre porque ninguém sabe nada do homem há meses 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Afinal de contas , Guardiola odeia o tiki-taka e Passos Coelho adora os pensionistas 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Traficantes abalroados por corveta a caminho da guerra no Mediterrâneo querem saber quem é que lhes paga a indemnização 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Pires de Lima quer Empreendedorismo como disciplina obrigatória seguida de Bater Punho I e Introdução à Compra e Venda de Submarinos 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
Troika perguntou ao governo se o documento de estratégia orçamental é o que aconteceu a Garay no jogo com a Juventus 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Costa tenta alternativas e pode formar governo com a FIFA 	Inimigo Público	Sim	5	5	0	1	5	0	0	0	0	0
Cagalhotos deixados no passeio pela Dog TV vão ser apanhados por acumuladores compulsivos do programa do National Geographic 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
Tribunal Europeu defende 'direito a ser esquecido ' na internet , políticos portugueses que nunca cumprem o que prometeram concordam absolutamente 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Passos imita U2 , que convidaram fã para subir ao palco durante concerto , e chama contribuinte para assistir a novo aumento de impostos 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Barco encalhado em Aveiro baptizado ‘Cavaco II’ 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
GNR alerta automobilistas para a presença na estrada de políticos a caminho do Algarve 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Pedido de desculpas de Rui Machete causa guerra civil em Moçambique 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Governo compra carros acidentados de Liedson e Ronaldo para fazer monumento ao memorando da troika 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Desemprego de Relvas tira o sono aos jovens 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Passos Coelho promete lavar os dentes todas as noites se o deixarem cortar 4000 milhões de euros no Estado 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Governo vai construir um estádio de futebol em Sines nas vésperas das eleições 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
FC Porto esforça-se imenso por insultar Rui Gomes da Silva mas portugueses acham que bastava dizer que ele é do mesmo partido do Passos Coelho e do Cavaco Silva 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Concorrente da Bimby é a “Made in China” Yammi que é muito mais barata mas só faz receitas à base de carne de cão e gato 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Novo cardeal Patriarca de Lisboa ouviu em confissão os pecados políticos de Cavaco , Passos e Portas e obrigou cada um a rezar 500.000.000.000.000.000.000 de Avé Marias 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Astronauta mostra que não consegue derramar lágrimas no espaço e Vitor Gaspar mostra que não consegue derramar lágrimas na Terra 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos Coelho já terá pedido a Vítor Gaspar para sair do Governo 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Benfica - Chelsea : narração do jogo na SIC vai ser muito mais fanática pró-Benfica que a narração do jogo na Benfica TV 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Maria Luís Albuquerque vai passar as férias em Caminha porque nunca ninguém a avisou de que as praias do Norte são frias 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Cavaco decreta que o actual governo Passos continuará a governar em gestão e com maioria absoluta durante os próximos 4 anos 	Inimigo Público	Não	2	5	0	0	0	0	2	0	1	2
Maria Luís Albuquerque já não se lembra de ter ontem apresentado um Orçamento de Estado para 2014 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Última hora : Postiga só joga se deixar crescer bigode até à hora do jogo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Governo compra carro-submarino de James Bond para viatura de serviço de Paulo Portas 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Miss Bumbum afirma que Vítor Gaspar está obcecado com a cauda da Europa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Marinho Pinto Mau decidiu abandonar o parlamento europeu mas o Marinho Pinto Bom fica lá até 2015 a receber 17 mil euros/mês 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Miss Bumbum tem vídeo de Ronaldo a fazer um hat-trick 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Mais de 300 bombeiros e 140 viaturas combatem sinistro que lavra nas cabeças de Passos e Portas 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Nuno Crato espera que alunos aproveitem as promoções nas rebarbadoras no Regresso às Aulas 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
A pergunta de 1 milhão de euros 	Público	Sim	4	5	0	4	0	1	0	0	0	0
Juiz Carlos Alexandre permite que Ricardo Salgado saia para votar no partido que prometer indemnizar os lesados do BES com o dinheiro dos contribuintes 	Inimigo Público	Sim	5	5	0	2	0	0	2	0	4	0
Jerónimo de Sousa defende os taxistas e táxis de Lisboa passam a ter uma bandeira do PCP ao lado do galhardete do Benfica 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Cavaco baralhou-se , chamou Hélder Postiga a Cristiano Ronaldo e pediu-lhe para formar um governo de salvação nacional 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Isabel Jonet acha que o problema dos desempregados é estarem nas redes sociais a trocar receitas de bife com os amigos 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Ronaldo é o futebolista mais rico do mundo mas catalães dizem que só Messi consegue pegar no dinheiro e fintar 10 impostos de seguida 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Música e medidas do Governo ajudam bebés prematuros a sair mais cedo do hospital 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Por causa das eleições , Passos Coelho passa a elogiar Dias Loureiro em duodécimos 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Portugueses trocam casas por autocaravanas porque é mais difícil ao Fisco penhorar uma casa que se mexe 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Nuno Crato quer mãos dos alunos atadas para não poderem contar pelos dedos 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
'Cavaco Silva ' também é nome de código mas o MP não acreditou que ele mexesse uma palha para se envolver em corrupção 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Paulo Portas mascarou-se de Miguel Relvas 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Artur Baptista da Silva e Nicolau Santos já rodam novo anúncio da Optimus 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Voto nas primárias do PS é proibido a menores de 16 anos , a quem apresentar sinais notórios de embriaguez ou a quem denotar aparente anomalia psíquica 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Novos critérios para despedimento não incluem obviamente ter pertencido ao BPN 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Quaresma queria fazer uma capa da ‘Cristina’ com roupa mas foi novamente assaltado em Chelas e acabou em pelota 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Durão Barroso é ‘o Ronaldo da política internacional’ e por isso passa a ganhar mais do que o secretário-geral da ONU 	Inimigo Público	--	0	1	0	1	1	1	0	0	0	0
Alexis Tsipras quer que o FMI seja inquirido pelo juiz Carlos Alexandre 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Professores queixam-se que têm de fazer o exame numa escola estranha e preferiam fazer o exame na sua escolinha 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Pequenos comerciantes da Lusitânia no primeiro Natal da História já se queixavam da quebra de vendas 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Marinha faz maior exercício de sempre devido a boato de que a Grécia pretende sair do Euro pela Costa da Caparica 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Antigo cantor do Politeama Passos Coelho vai substituir Rui Reininho no The Voice Portugal 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Credores aproveitaram o São João para dar com um martelo na cabeça do Alexis Tsipras 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Portugal sai da recessão em marcha-atrás e bate de traseira nos swaps 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Duplicaram os casos de idosos sozinhos e isolados , como Cavaco Silva 	Inimigo Público	--	0	1	1	0	0	0	0	0	0	0
10 anos do Facebook obscureceram as comemorações dos 500 anos da chegada da Google à Índia 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
António Costa acha que a solução para a Selecção não passa por reformas no plantel mas por ganhar o Euro 2016 e o Mundial de 2018 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
'Troika ' pede à Optimus para fazer uma campanha 'All Together Now ' com o Passos Coelho e o António José Seguro 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
José Sócrates em prisão domiciliária só se for com um computador ‘Magalhães’ preso ao pé 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Selecção escolhe resort em Campinas mas Duarte Lima diz que conhece um sítio melhor em Saquarema para fazer esperas aos adversários 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos tem a certeza de que a História o absolverá desde que seja a Goldman Sachs a escrevê-la 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Surfistas vão receber formação para salvar banhistas e controlar vendedores de bolas de Berlim que não passem factura 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Bruma já possui mais toalhas turcas do que Ronaldo quando tinha a sua idade 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Estudo revela que cérebros do homem Vítor Gaspar e da mulher Maria Luís Albuquerque são exactamente iguais 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
'Prós e Contras ' vai mudar de nome para 'Nais e Oxis' 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Portas reúne com partidos para explicar que a reforma do Estado resume-se à oferta de Audis 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Moção de confiança vai ser apresentada pelo CDS-PP porque é um partido que não existe como 'Os Verdes' 	Inimigo Público	--	0	1	1	1	0	0	0	0	0	0
Governo Passos está só a 2 ministros do Governo Sócrates e Governo Passos está só a 2 meses da bancarrota do Governo Sócrates 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Ana Drago sai do BE porque já não se revê num partido de Esquerda monolítico e conservador 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
