texto	fonte	sim_ironico	nao_ironico	naosei_ironico	num_de_anotadores_total	Comparação	Hipérbole	Imparidade	Metáfora	Paradoxo	Vulgarismo	Outro	Sem Evidência	
PS chama Miguel Relvas ao Parlamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
TC não aclarou e ficou tudo às escuras	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco quer incentivos para fixar populações nas zonas rurais	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco congratula-se com encontro entre Seguro e Passos Coelho	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Trapalhadas no Governo inspiraram portugueses a aumentarem a sua produtividade 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Benfiquistas conheceram a verdadeira mensagem presidencial hoje de manhã 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Cavaco Silva vai sair pela primeira vez do Palácio de Belém em 10 anos para comunicar directamente aos portugueses as decisões que vai tomar 	Inimigo Público	5	0	0	5	0	5	0	0	0	0	0	0	
Autoridade da Concorrência investiga monopólio de anúncios extremamente idiotas detido por João Manzarra	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Moda do sabão de azeite faz com que restaurantes de Lisboa façam açordas com a água do banho do dono 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Tribunal rejeita Paulo Freitas do Amaral a Oeiras, depois da desistência de onze candidatos a vereadores	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Álvaro Santos Pereira quer voltar ao século XIX, Assunção Cristas não quer voltar ao século XIX, Vítor Gaspar quer voltar à Idade Média	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Seguro foi espiado no Largo do Rato pela poderosa agência de segurança socialista NSA : Narciso & Soares & Alegre 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Deputados da maioria adiam decisão para audição a Vítor Gaspar sobre assistência à Madeira	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Tabaco sobe imenso de preço e máquinas automáticas de tabaco vão passar a ser arrancadas com retroescavadoras	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
André Villas-Boas apanhado a pôr Raul Meireles num caixote do lixo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
De que ri José Sócrates?	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos fez as contas e diz que programa cautelar vai durar um ano e acabar em 2022 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
O tempo da cartada europeia	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Presidente da República recorda antigo ministro do seu último Governo como ""gestor de excepção"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Novo simulador da DECO revela que basta pagar duas cervejas à Leopoldina do Continente para ir para a cama com ela	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pessoas que se informam sobre os novos escalões do IRS em jornais vão de certeza ficar no escalão máximo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Luís Castro nega ter autorizado visionamento das imagens na RTP	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pires de Lima garante que 100 000 imigrantes que chegaram à Europa num mês vão comprar todas as casas de luxo entre Sagres e Vila Real de Santo António 	Inimigo Público	0	0	0	1	0	1	0	0	1	0	0	0	
Portugal colocou 1,5 mil milhões mas Gaspar já não se lembra onde os deixou 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
"Merkel afirma que a ""Alemanha apoiará qualquer decisão que Portugal tomar"" para a saída da troika"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Passos: Consenso tem que ser expresso em ""políticas concretas, credíveis e mensuráveis"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
ERC quer todos os candidatos nos debates televisivos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Cavaco entre o lar ""euromilhões"" e a escola-refeitório"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Nuno Rogeiro é uma espécie de Cláudio Ramos mas sem substância	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
O socialismo como real alternativa sai reforçado do 15º encontro internacional comunista	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Costa quer nacionalizar a TAP para vendê-la pelo preço de dois Mourinhos 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Mourinho já confirmou o regresso ao Chelsea de Abramovich e Passos já confirmou o regresso à Fomentinvest de Ângelo Correia 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Três detidos em Lisboa em frente ao Parlamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ex-director-geral contraria versão da Tutela sobre problemas com Cartão do Cidadão	Público	0	0	0	0	0	0	0	0	0	0	0	0	
ANMP satisfeita com possibilidade de acumular verbas de fundos comunitários	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Moita Flores quer reunir 100 mil assinaturas em defesa da tourada na selecção nacional	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Cavaco lembra que já tinha manifestado surpresa com ""crispação"" dos debates"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Crianças vítimas da educadora benfiquista com apoio psicológico de Paulinho Santos e Guarda Abel	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pedinte comprou 500.000 acções do BES com os 20 cêntimos que recolheu na boina 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Ronaldo entra em filme de Scorsese mas Messi é que vai ganhar o Óscar 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Seguro diz que não assinou memorando mas promete honrar compromissos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"PS preparado para ""novo ciclo de governação"", diz Carlos Zorrinho"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ainda é matematicamente possível Portugal não ter mais jogadores lesionados 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Cavaco nem a Passos Coelho responde	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo lança programa VEM-TE para aumentar a natalidade em Portugal 	Inimigo Público	0	0	0	1	0	0	0	0	0	1	0	0	
Debate sobre plafonamento das pensões será feito este ano, diz ministro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Sporting ofereceu a Marco Silva 1 dia de salário com a condição de só treinar equipas dos campeonatos regionais de Portugal 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
"Partido Popular Monárquico considera que o Presidente da República ""perdeu tempo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Miguel Relvas garante que os pais da Cristina Ferreira só não são doutores porque não querem 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
PÚBLICO ofereceu 4 euros ao INIMIGO para contar uma história de corrupção	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho vai exigir o filho primogénito de cada pensionista 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
RTP reestruturada vai discutir todas as semanas assuntos da lavoura 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Ongoing: empresa que não se sabe o que faz está preparada para tudo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Produção de caviar no Alqueva leva Vladimir Putin a decidir a anexação do Alentejo 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Narciso repudia ""calúnias"" sobre expulsões no PS-Porto e ataca presidente da jurisdição"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Albert Camus seria mais optimista do que a maioria dos portugueses se fosse vivo 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Skinheads lamentam não ter estrangeiros para bater porque foram todos embora por causa da crise	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo não leva medidas a Dublin, apenas garantias de confiança	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Debates televisivos influenciam, mas podem ter atingido alguma ""saturação"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Licenciados da Lusófona que foram obrigados a estudar 4 anos estão a assistir ao caso Relvas no ‘call center’ com enorme consternação	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Saímos do fundo, agora é saber a que ritmo vamos crescer, diz Portas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco Silva e Passos Coelho foram barrados no casamento de Jorge Mendes porque festa era só para os VIP 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Líder do PS revela FMI respondeu à carta	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo deu 220 milhões de euros a colégios privados incluindo à Escola de Bruxaria de Hogwarts 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Famílias inteiras fazem carjacking a autocarros da Carris para poupar no passe	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Mendes fotografado a conduzir com Cristiano Ronaldo ao colo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
PCP exige ao Governo suspensão do reordenamento da rede escolar	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Aumento limitado do IVA é central para ""sim"" do PSD"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo privatiza julgamento de Duarte Lima 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Portugal x Suécia no play-off : Paulo Bento já está a ver vídeos dos ABBA 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Paulo Portas quer convencer Wolfgang Petersen a realizar sequela de ‘Das Boot’ em Lisboa 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
"Jardim diz ser ""vigarice"" misturar dívida da Administração Regional com dívida da Administração Local"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Javi Garcia poupado contra o Chelsea para marcar Vale Azevedo em Londres	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Partidos da maioria chumbam pedido de audição ao ministro Miguel Macedo	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos diz que se limitação de mandatos fosse para todos os concelhos estaria claro na lei	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Nuno Melo questiona BCE e Vítor Constâncio sobre declarações de Barroso	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Congresso das Esquerdas vai realizar-se anualmente na Zambujeira do Mar 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	0	1	
Piketty em Lisboa e o culto igualitário da pobreza	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS diz que coligação não inspira a confiança dos portugueses	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Polémicas que envolveram Miguel Relvas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos lança apelo aos pilotos para desconvocarem a greve da TAP	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Marques Guedes quer intensificar relação entre Parlamento e Governo, diz Assunção Esteves	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSP deu parecer negativo a festa do Benfica no Marquês e sugeriu como alternativa o Estádio do Dragão 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
"Portugal e a UE farão ""tudo pela Palestina e nada contra Israel"", diz Paulo Portas"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
FMI quer aplicar 'chapa Village People ' a Portugal 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Passos promete Governo forte para quatro anos 	Público	0	5	0	5	0	0	0	0	0	0	0	5	
Cavaco acredita que Portugal irá melhorar produção ainda este ano	Público	0	0	0	0	0	0	0	0	0	0	0	0	
CDS-Madeira não faz campanha pela coligação Aliança Portugal	Público	0	0	0	0	0	0	0	0	0	0	0	0	
O golpe de teatro de Cavaco Silva	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Cavaco com ""muita esperança"" em economia mais dinâmica e competitiva"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Biografia de Passos procura leitores enquanto se preparam dois livros sobre Costa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"CDS condena ""ralhete"" de ministro da Justiça no caso da agressão prisional"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
José Castelo Branco anuncia entrada na política e portugueses já não acolhem notícia com gozo mas sim com esperança	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Coordenadora do BE diz que derrota da direita é um dos ""grandes combates"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo quer rever Constituição para acabar com Tribunal Constitucional 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Um Outono começa hoje , o outro no sábado e o de António Costa é em Novembro 	Inimigo Público	5	0	0	5	0	1	1	1	3	0	0	0	
Oposição em Oeiras censura Paulo Vistas por usar boletim municipal para fazer campanha	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo português felicita êxito da missão que matou Bin Laden	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos admite vantagens na introdução de limite ao défice na Constituição	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Machete admite ""algum grau de preocupação"" com relacionamento entre Portugal e Angola"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Novos ministros e secretários de Estado já tomaram posse	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"""Maioria histórica"" está ao alcance da coligação PSD/CDS, defende Pires de Lima"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS pondera proposta para que Governo reveja aumento do IVA na restauração	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Acordo sobre a Grécia tem que ser alcançado até Domingo para ser comentado pelo Rui Santos no dia seguinte 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"PS esperava ""mais contrição"" do primeiro-ministro"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco discursou na ONU e apelou a todos os países da organização para votarem na PAF 	Inimigo Público	5	0	0	5	0	1	3	1	2	0	0	0	
JSD vai propor referendo a co-adopção por casais gay	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho colocou fotos de Sócrates a fazer jogging debaixo da porta de Poul Thomsen para pressionar a troika	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Alemanha repõe controlo de fronteiras para impedir políticos portugueses de irem lá fazer campanha 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
"Portugal ""honrado"" por ter servido no Conselho Segurança, promete voltar"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD defende Machete e acusa PS de ter passado das marcas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Não se sabe como Sócrates vai votar mas é possível que seja Carlos Alexandre a votar por ele 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Machete favorito para o Nobel da Física graças ao seu acelerador de investigações do Ministério Público 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Paulo Portas pede unidade do Conselho Segurança para evitar guerra civil na Síria	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Crato tem modelo com 300 equações, 1250 variáveis e mais um milhão de parâmetros que prova haver professores a mais	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministro da Defesa garante que FA não vão perder competências	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Vitorino refere que nunca contactou com consórcios dos submarinos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Movimento ""Que se lixe a troika"" grita ""demissão"" ao primeiro-ministro"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cristiano Ronaldo em pânico por ter ficado cego tinha medo de nunca mais conseguir ver-se ao espelho	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Costa quer lugar de Mick Jagger no concerto de hoje em Lisboa 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Contratualização com municípios no âmbito do Portugal 2020 concluída no Verão	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD e CDS vão gastar 3 milhões de euros na campanha eleitoral para dizer aos portugueses que Portugal não tem dinheiro para gastos supérfluos 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
"Seguro e Assis convergem em quase tudo, menos na forma de ""refundar"" o PS"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos rejeita críticas de que há chantagem sobre a Grécia	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coellho anuncia cimeira entre Portugal e Espanha na Primavera	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Poiares Maduro quer mobilizar freguesias para espalhar ""espaços de cidadão"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Bloco e PCP trocam elogios e convergem nas críticas ao PS	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Primeiro-ministro vai convidar PS para reavaliar ""funções do Estado"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho telefonou a Paulo Bento para o informar que vai pagar mais IRS 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Portugal sobe ao topo do ranking mundial da felicidade pois portugueses em crise dão graças a Deus por não serem ricos e poderosos como o Ricardo Salgado 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	1	0	
Avançado indiano do Sporting crê que vai ganhar o campeonato nacional já na próxima reencarnação	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
ACAPO não tem verbas para treinar cães-guia e vai ter de usar gatos-guia porque comem menos que os cães	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo tira título ao FC Porto e só o repõe a partir de 2015 em parcelas de 25%	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
A carta de Passos a Sócrates em 2011 prometia apoio à vinda da troika	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Manifestantes anti-palhaços protestam usando narizes de políticos 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
Medidas de ajustamento a anunciar na próxima semana podem incluir novidades	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Medidas do PEC IV poderão deslocar o eixo da Terra	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Receita do jogo com o Celtic foi parar à conta de Vale e Azevedo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Costa pode ganhar 10 milhões de euros se ganhar todas as eleições em jogo 	Inimigo Público	4	0	1	5	0	3	0	3	0	0	1	1	
Brutos da RTP têm acima de dois metros, mais de 100 kg e são analfabetos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Já há data e promessas eleitorais	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Paulo Portas e Filipe Nyusi enaltecem relações entre Portugal e Moçambique	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Inscrição de simpatizantes para as primárias do PS começa esta terça-feira	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho recebido com uma manifestação de protesto em Aveiro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Novo Banco de Fomento nasce hoje e vai ser resgatado pelos contribuintes amanhã 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Mau tempo arrasa casa de Oliveira Salazar e Mário Soares passa a defender as alterações climáticas 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
"António Costa diz que Governo da coligação pôs os portugueses ""em confronto"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho convida António José Seguro a usarem juntos os novos Google Glass 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Cavaco Silva concede seis indultos de Natal de um pacote de 204 pedidos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
EUA informam Governo sobre forte redução na base das Lajes	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jesus exige que a PSP venda os agentes de Guimarães ao Fenerbahçe 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Deputados do PS têm consenso para pedido de fiscalização sucessiva ao Orçamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Coelho acusa PS e PSD de serem a ""face da mesma moeda"" e de darem cobertura à corrupção"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portas vai liderar reunião quinzenal de assuntos económicos com 16 governantes	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Polícias estão indignados com divisas de plástico, pistolas de plástico e cacetetes de esferovite	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Sócrates: ""novo conceito estratégico"" firmado em Lisboa será marco histórico para a NATO"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Trolha de Vieira do Minho vai ensinar alunos a comporem músicas com piropos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Elefantes compreendem humanos de forma instintiva , excepto Paulo Portas , que é um bocado errático 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Teixeira dos Santos colocou uma pulseira Power Balance à volta do Orçamento de Estado para ver se ﬁca mais equilibrado	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Governo cancela briefing diário até situação política estar ""esclarecida"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Sócrates faz ataque ao PSD e apela ao voto util à esquerda	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pontapé de entrada em 2013 , do governo nos contribuintes , será dado com o pé direito para dar sorte 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
"""Centenas"" de inscritos em congresso sobre vida e obra de Cunhal"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Passos desvaloriza declarações de Machete e diz que ""não há números mágicos"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Detidos por burla ao Estado vão homenagear Camilo Castelo Branco escrevendo a 'Nova Corja'	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Dublin acredita que vai vir ""charters"" de tugas"	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"CDS afirma que entrevista de Amado revela que ""há perda de coesão"" no Governo"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Casa Branca quer cooperação na retoma económica e na criação de emprego	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Jerónimo de Sousa chama a Passos e Portas ""trapaceiros e malabaristas"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
CDS demarca-se da escolha de Franquelim Alves	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Livre recolheu 4300 assinaturas e quer ter um líder ""rotativo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Nova entidade criada pelo governo para escolher administradores da RTP chama-se Miguel Relvas 	Inimigo Público	0	0	0	1	0	0	1	0	1	0	0	0	
Paulo Rangel promove formação europeia	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministra explica solução para o BES no Parlamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vasco Cordeiro não vai ao Conselho de Estado	Público	0	0	0	0	0	0	0	0	0	0	0	0	
‘Barrigas de aluguer’ vão ser legalizadas mas Governo focado na economia promete ‘barrigas de trespasse’ 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Movimento de placas com epicentro em Sevilha levou Braga a aproximar-se do Porto	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Saída da Grécia do euro terá maior impacto em nativos de Sagitário e Capricórnio	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco indigita-se a si próprio para formar governo 	Inimigo Público	5	0	0	5	0	1	1	0	3	0	1	1	
Paulo Portas diz que os homens sabem que têm de beber vinho para darem de comer a um milhão de portugueses 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Jesus renova mas passa a ir de férias um mês antes do final da época 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
PCP vai apresentar moção de rejeição do programa de Governo PSD/CDS 	Público	0	5	0	5	0	0	0	0	0	0	0	5	
Região de Turismo do Algarve festeja estudo que mostra que 1 em cada 6 ingleses viverá até os 100 anos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Louçã avisa que troika e Governo preparam mais cortes na função pública	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Época de saldos abriu com descontos de mil por cento na venda do BPN 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Izmailov já está a aprender Português , Mandarim e Hebraico 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Filme ‘Golpada americana’ vai chamar-se ‘SLN’ nas salas portuguesas 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Parlamento aprova pagamento de metade dos subsídios em duodécimos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Crise faz com que portugueses já não se divorciem depois de uma simples discussão acerca da posse do comando da televisão	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Relvas obrigado a reverter a bênção das fitas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vacas não perderam a auto-estima com a crise e avisam porcos, frangos e perus que as pessoas só preferem comê-los porque são mais baratos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pépa Xavier deseja comer carne de vaca em 2013 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Henrique Neto defende avaliação técnica sobre custos do sistema financeiro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Creme de Baba de Caracol da Auchan continha afinal Baba de Bacalhau 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Passos Coelho avisa que autárquicas não são ""favas contadas"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Duelo Costa-Passos centrado nos impostos, pensões, educação, emprego e Europa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Maria de Belém acha que sardinhas e carapaus devem ser escolhidos em paridade de género nos restaurantes durante o Verão 	Inimigo Público	0	0	0	1	0	0	0	1	1	0	0	0	
Muçulmanos não ficaram chocados com primeira muçulmana nua na capa da Playboy pois usava apenas o véu islâmico	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ronaldo pede a Miss Bumbum respeito pela lei bíblica que manda a nádega direita não saber o que a nádega esquerda faz 	Inimigo Público	0	0	0	1	0	0	1	0	0	1	0	0	
Djaló reserva todas as vogais para o nome da filha	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Bandeira esquisita mostrada no México é a nova bandeira oficial do Portugal sem soberania 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Bloco de Esquerda aponta eleições antecipadas como única solução	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António José Seguro não entende qual é a pressa de ter uma vitória de jeito em eleições 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Única relação de Cavaco Silva com o BPN foi ter transferido para o banco todo o dinheiro que tinha numa conta do BPP 	Inimigo Público	0	0	0	1	0	1	0	1	0	0	0	0	
Crise faz com que iluminações de Natal só sejam acesas no dia 26 Dezembro	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Câmaras têm à disposição fundos europeus para estudar potencialidades da região	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Táxis aumentam bandeirada e Salazares em cada esquina 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Proposta de plafonamento torna ainda mais improvável consenso nas pensões	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Presidente do Governo açoriano surpreendido com resultado da comissão de inquérito	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jerónimo acusa Passos de ameaçar TC com maioria que já só existe em São Bento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Homem que vive na sua empresa por não ter condições para ter casa interpelou ministro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho pede aos portugueses para não perguntarem o que o país pode fazer por eles mas o que eles podem fazer pelas Finanças 	Inimigo Público	0	0	0	1	0	0	0	1	1	0	0	0	
Ministro da economia propõe troca de TGV pelo comboio da Caparica	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
